Linha de ônibus,Cidade,Lista de pontos de paradas sequenciais
118C-10-1,São Paulo,"[148632587, 4910824006, 457545357, 2391261435, 457039976, 64095117, 2457482489, 60734133, 9169818556, 5497521741, 25928248, 4230265784, 452091608, 2934921749, 2783736246, 929592349, 462038002, 2368192564, 507969947, 6207960062, 1733650820, 1733650233, 185796216, 8314893200, 4909382935, 2116645574, 4364647716, 2383970180, 8073752760, 5168331585, 2384915543, 2384915642, 8073356680, 1002419280, 1002419346, 506041132, 506041128, 506041125, 506041118, 506041114, 1367934689, 931336178, 931336059, 1367934708, 1804363124, 1367934733, 1367934728, 8943865291, 1804030611, 1804030610, 1804030303, 1804030116, 1804029808, 1804029474, 1804029156, 1804059693, 3840268227, 1804029450, 1804029796]"
118Y-10-0,São Paulo,"[2384915658, 2949947350, 8073356680, 1002419038, 1002419025, 2384950483, 2384950341, 9318524309, 2384950495, 959626788, 8677744320, 3477848887, 2126300786, 312681167, 312681170, 2960008553, 966218314, 949137563, 5680620178, 949137523, 931298077, 949137804, 4283506587, 4324905612, 1853493223, 2386856033, 2386856002, 2386856002, 2386852718, 2386852766, 2386726488, 2386726443, 4680140034, 8034831610, 4293989913, 4680123728, 453568068, 453568068, 453636231, 453636227, 453636219, 453636600, 4306744529, 453636281, 453636267, 3342217444, 2390302835, 453543162, 1853399822, 151254173, 2522578875, 1707702755, 394906269, 394911065, 394911065, 394911410]"
118Y-10-1,São Paulo,"[394911410, 394907770, 394911066, 1707702755, 293820136, 293820135, 1853399822, 151254168, 453543162, 6351070971, 453636247, 453636261, 453636281, 453636306, 453636600, 453636219, 453636225, 2140648292, 462045680, 4680140035, 2386726443, 9370873967, 5983836598, 2386852718, 3891180215, 1853493223, 4324905612, 949137947, 8707593664, 8707593683, 931297571, 5680620178, 949137563, 966218314, 2384972080, 2126642966, 312681165, 4364705943, 2385132758, 959626788, 9318524309, 2384950341, 2959983874, 1002419306, 1002418735, 2384950450, 4915753972, 2949947350, 2384915658]"
119C-10-0,São Paulo,"[1656778930, 2915099543, 1656748390, 1656748712, 1656749079, 1656749214, 1656845679, 1656845894, 1656859287, 5522635104, 4975312873, 1656846321, 1656846849, 1656846662, 1656846914, 7738206524, 1656847311, 1656847329, 7284655931, 1662759236, 1662770092, 5574258064, 1708661099, 1708660235, 4806670069, 3400703264, 436765346, 2591850912, 1708887766, 1708887631, 4917802560, 1708657010, 1715059404, 462035281, 396151940, 462034107, 929634176, 3869505938, 2580010587, 461884772, 8742867971, 171968212, 461879276, 452091575, 60734250, 60734245, 5497521741, 171968214, 2395182759, 929571146, 457039438, 64075373, 457039575, 64095064]"
119C-10-1,São Paulo,"[64095067, 64095064, 457039575, 4211359973, 2457482489, 60734133, 9169818556, 5497521741, 60734246, 1068077341, 457055121, 457055125, 171968213, 461875264, 5007915895, 461879355, 2581633033, 462034107, 436763332, 180549863, 1715059404, 1708657010, 1374313748, 2443596241, 2723875464, 436763286, 2591850911, 9297342828, 5396020521, 436763174, 1708660235, 1708661099, 436762913, 1662770092, 1662769876, 1708825599, 7284655931, 1656847329, 7738206524, 1656846708, 1656846813, 1656846321, 1656859315, 1656845954, 2617258922, 1656779050, 1656749038, 1656748712, 1656748390, 2915099538, 1656778930]"
1206-10-0,São Paulo,"[2586879877, 396151857, 436737422, 5882799715, 1707672285, 1707672480, 396151849, 396151853, 396151874, 1943741185, 4169839096, 436762857, 436762860, 8958808900, 2350165073, 5746146996, 2613601755, 4063348176, 871721028, 4063348181, 434003210, 619194405, 155430745, 437564134, 2530563802, 445042757, 248110872, 60685856, 60685635, 627981911, 60685911, 60685894, 304055048, 445042995, 599043086, 60685971, 8890725858, 2389060605, 437564134, 4702060041, 155430743, 155430741, 155430132, 461895280, 452096504, 148520260, 148520261, 3471338624, 436762796, 436762803, 436762814, 1943741920, 1707671130, 1707671345, 1707672285, 396151855, 396151857]"
121G-10-0,São Paulo,"[2092143259, 2091453349, 2091453353, 25781831, 25782038, 1824754107, 1824754108, 7041101257, 1824752965, 2808820975, 8649485842, 2808820987, 1656847118, 4806619968, 1656846321, 1656859315, 1656845954, 2617258922, 3891247056, 1656845837, 1654618478, 1656845830, 1715199007, 1654618581, 6020010205, 3409392546, 1715196274, 1715195982, 1401739571, 8694799675, 1400461241, 9054670563, 1657357801, 4131240525, 1691276618, 1691270214, 1665448054, 1691355467, 1715195855, 1654618419, 1654618569, 5452346211, 6020010205, 1654618581, 1715199007, 1654618489, 1654618478, 1656845861, 1656845630, 1656845392, 1656844890, 1656845679, 1656845894, 1656859287, 5522635104, 4975312873, 1656846321, 4806619968, 1656847118, 2808820987, 8649485844, 1925245607, 4247490549, 1925245532, 7040662308, 9294532900, 2092143259]"
128Y-10-0,São Paulo,"[1804029827, 1804029796, 1804029450, 3840268227, 1804059693, 1804029156, 1804029474, 1804029808, 1804030045, 1804030192, 1804030376, 1804030611, 8943865290, 6357347201, 6357354125, 4440575888, 6378929240, 2384964439, 4995626537, 2384972069, 2960011335, 312679436, 312679427, 2385169001, 4386633612, 506225737, 4680745937, 506044812, 2386665232, 4386559785, 462045602, 2386679923, 453568068, 453636231, 453636227, 453636219, 453636600, 4306744529, 453636281, 453636267, 3342217444, 2390302835, 453543162, 1853399822, 2522578875, 1707702755, 394906269, 394911065, 394911065]"
128Y-10-1,São Paulo,"[394911487, 394907770, 394911066, 1707702755, 293820136, 293820135, 151254168, 453543162, 6351070971, 453636247, 453636261, 453636281, 453636306, 453636600, 453636219, 453636225, 453636231, 453636231, 453568068, 3490871138, 497223805, 2386665226, 2386790687, 2386790548, 1924414847, 2386985709, 2385169088, 312679436, 2960008553, 4995626537, 931297901, 931297951, 6378929240, 6357354194, 931412528, 8943865291, 1804030611, 1804030610, 1804030303, 1804030116, 1804029808, 1804029474, 1804029156, 1804059693, 3840268227, 1804029450, 1804029796]"
129F-10-0,São Paulo,"[1698866483, 7292183310, 8973442273, 7285450335, 940894717, 940877653, 968836386, 2830649479, 151254179, 4263544715, 4263544715, 1842234185, 1833706362, 1833706376, 145205013, 145205019, 145205023, 4639759922, 5709391287, 1955316164, 1825094082, 1825091877]"
129F-10-1,São Paulo,"[1955316108, 1955316164, 8061482801, 4639759922, 1490115825, 4638960076, 469064837, 432482376, 336187202, 1842234185, 4263544715, 151255911, 2830649479, 968836385, 917202231, 940894760, 7285450335, 940894664]"
129F-41-0,São Paulo,"[1698866483, 7292183310, 8973442273, 7285450335, 940894717, 940877653, 968836386, 2830649479, 151254179, 4263544715, 1853399828, 453550963, 4479246583, 5580503531, 453559504, 4664699257, 148559014, 5521299354, 396152101, 5503919396, 64095053, 64075373, 457039825, 60685725, 7285371864, 627981911, 627981921]"
129F-41-1,São Paulo,"[627981921, 64075354, 457039825, 64075381, 4255600229, 64075414, 445160709, 2390241014, 5521439967, 4664699257, 8672289818, 8065576844, 5580503531, 4479246583, 151254167, 148556777, 4263544715, 151255911, 2830649479, 968836385, 917202231, 940894760, 7285450335, 940894664, 1698866483]"
139A-10-0,São Paulo,"[7302146193, 1578518542, 934219338, 934276542, 1456122156, 8409710788, 1578464013, 1799004141, 917458495, 1577641882, 1577641934, 1577648695, 9597841576, 940894639, 4174375753, 917508851, 917508851, 940877852, 940877661, 940877879, 7285297004, 2830649479, 151254179, 293820175, 293820163, 4663682959]"
139A-10-1,São Paulo,"[4663682959, 4663682960, 4263544715, 2830649479, 7285297004, 940877851, 832358154, 1446417201, 940894739, 940894690, 940894639, 7285450335, 4175139744, 1430544803, 1430544803, 1478302516, 1577641904, 1577648698, 2504636666, 1578462390, 1808416655, 7279449213, 1808414799, 453613053, 7302146193]"
148L-10-0,São Paulo,"[1367924312, 1367924298, 4692263357, 1804029276, 1367924096, 1367924243, 4691572274, 1367924147, 1367924177, 4220718858, 1804029895, 1804030008, 1804030274, 1370575475, 1370575357, 1002385245, 4334198596, 1370560113, 4334206016, 1002419540, 506041125, 506041118, 2384950341, 965531207, 931336040, 931336220, 2385944160, 931298071, 931298083, 6378929240, 6357354194, 6378929231, 931297921, 1884585139, 1884576711, 1853493223, 2386852725, 1824592894, 5691292229, 1424819714, 2386790536, 462045633, 4293989913, 4680123728, 453568068, 453568068, 453636231, 453636227, 453636212, 453636212, 453636200, 453636184, 1452923458, 1412701585, 2390302763, 453543162, 148556777, 2522578875, 394906776]"
148L-10-1,São Paulo,"[394906776, 1707702755, 293820136, 293820135, 1853399828, 151256691, 453543159, 148596286, 453636088, 453636437, 453636611, 453636212, 453636219, 453636225, 453636231, 453636231, 453568068, 462045680, 4293990163, 462045678, 2386790536, 1424819714, 1685306367, 494609046, 1853490325, 1853493223, 1884580102, 931297921, 6378929231, 2385944196, 4440575888, 6378929240, 931298083, 931298071, 2385944160, 931336220, 931336040, 965531207, 2384950341, 931336144, 506041123, 1370560116, 1370560090, 1002385250, 2380701420, 1370575357, 1804030540, 1804030294, 1804029944, 4692262911, 4220718858, 1367924147, 1367924143, 1367924309, 4692322564, 1367924056, 4692263342, 4692263357, 1367924287, 1367924312]"
148P-10-0,São Paulo,"[4824038286, 1368149057, 1368148925, 1368148950, 2380680138, 7992298519, 1368148940, 2380701474, 1370560212, 1370575467, 1002385245, 4334198596, 1370560113, 4334206016, 1002419540, 506041125, 506041118, 506041114, 1367934689, 931336178, 931336209, 506041087, 6357347201, 6357354125, 4440575888, 6378929240, 4283487076, 931297619, 931297708, 2386876156, 2386876228, 949137523, 949137839, 1428737448, 2386619239, 506044787, 2384905296, 495668501, 312676108, 312676106, 312676105, 312676103, 312676018, 312680801, 312675985, 2386985694, 496282270, 312673899, 494206602, 462042947, 462042941, 462042931, 462042932, 453649325, 2520196464, 462043015, 9453699385, 445160716, 1955096823, 1698661797, 2393494051, 260686881, 1825094330, 1825094330]"
148P-10-1,São Paulo,"[1825094330, 1825091877, 260686881, 158835020, 2389135852, 1964865033, 445160722, 462041114, 462042935, 462043016, 462043006, 462042959, 462042942, 494206602, 577320162, 496282270, 312673219, 312675985, 2386972097, 312676018, 312676103, 312676105, 312676106, 312676108, 312675990, 496748384, 506044787, 1428737448, 495934571, 8953100686, 8953100686, 931297571, 2386876156, 931297876, 4283487076, 6378929240, 6357354194, 931412528, 8703162304, 506041087, 931336059, 1367934715, 8699090994, 506041114, 506041123, 1370560116, 1370560090, 1002385250, 2380701420, 1370560212, 1368148882, 1368148940, 7992298519, 2380680167, 2380680138, 1368148950, 1368148988, 4824038286]"
1701-10-0,São Paulo,"[2042424907, 2042425039, 2043174274, 2043174331, 2043174517, 2043174562, 2043174739, 2041166035, 4837719386, 1664496627, 1664496648, 2363808387, 4881092989, 1717477353, 1664496622, 1657784176, 1657784126, 1705209859, 1678228689, 6852647235, 1657773882, 1658408168, 2036988590, 549667966, 2388106805, 4909162796, 2387967745, 2388106855, 1663255702, 5545841423, 6208953642, 929592144, 2390207159, 507969935, 171922421, 507969947, 410243260, 4915789178, 2390192753, 163217197, 2393533146, 163186128, 649630155, 2388106855, 1691413342, 1697498454, 1663248094, 2036988578, 1657773882, 4242169096, 6852647235, 1678228689, 1705209859, 4908082718, 1657784176, 2388009094, 1717477353, 1664496647, 7299883047, 2363808390, 1664496664, 4837718782, 4880927644, 2043174767, 2043174701, 2043174560, 2043174328, 2043174274, 2042425039]"
1701-21-0,São Paulo,"[2042424907, 2042425039, 2043174274, 2043174331, 2043174517, 2043174562, 2043174739, 2041166035, 4837719386, 1664496627, 1664496648, 2363808387, 4881092989, 1717477353, 1664496622, 1657348104, 2388091757, 4242169103, 4242169103]"
1701-21-1,São Paulo,"[1657363776, 1697591556, 3781379950, 1658408208, 1658408208, 2388009094, 1717477353, 1664496647, 7299883047, 2363808390, 1664496664, 4837718782, 4880927644, 2043174767, 2043174701, 2043174560, 2043174328, 2043174274, 2042425039]"
1701-22-0,São Paulo,"[2042424664, 2042425039, 2043174274, 2043174331, 2043174517, 2043174562, 2043174739, 2041166035, 4837719386, 1664496627, 1664496648, 2363808387, 4881092989, 1717477353, 1664496622, 1657348104, 2388091757, 4242169103, 4242169103]"
1701-22-1,São Paulo,"[1657363776, 1697591556, 3781379950, 1658408208, 1658408208, 2388009094, 1717477353, 1664496647, 7299883047, 2363808390, 1664496664, 4837718782, 4880927644, 2043174767, 2043174701, 2043174560, 2043174328, 2043174274, 2042425039]"
1702-10-0,São Paulo,"[2042424456, 2042424487, 2042424726, 2042425039, 2043174274, 2043174331, 2043174517, 2043174562, 2043174739, 2041166035, 4837719386, 1664496627, 1664496648, 2363808387, 1657376468, 7291488889, 1678268467, 1716573089, 1488751516, 1678257370, 5462421671, 6852647235, 1657773882, 1658408168, 2036988590, 4334746416, 4334743116, 511971661, 8065885178, 396034503, 396034582, 511971628, 6208953655, 2393533014, 2393533014, 1526961960, 1526961958, 2390192810, 462038010, 2396517551, 409292774, 2449978264, 462038002, 2368192564, 171922421, 2116627833, 1709028075, 929591958, 4917020234, 462038011, 2783736246, 2934921749, 452091611]"
1702-10-1,São Paulo,"[452091611, 60634935, 60634935, 2934921749, 2783736246, 929592349, 462038002, 2368192564, 171922421, 410243260, 4915789178, 2390192753, 163217197, 2393533146, 4909265803, 396034592, 1663295259, 1663251857, 511971661, 1657339145, 4334746416, 2036988578, 1657773882, 4242169096, 6852647235, 1678257390, 5462421671, 1678257370, 1678257378, 1678257393, 1716635247, 1657376468, 7299883047, 2363808390, 1664496664, 4837718782, 4880927644, 2043174767, 2043174701, 2043174560, 2043174328, 2043174274, 2042425039, 2042424682, 2042424487, 2042424456]"
1703-10-0,São Paulo,"[4850546759, 2054177907, 2054177935, 8319823876, 2053616193, 8719733762, 1667370815, 1667370788, 1667370794, 2429651305, 2047352014, 1667368699, 4831724785, 4831724734, 4831724719, 8943849492, 2040432619, 2040432699, 2039962577, 1664496627, 1664496648, 2363808387, 1657376468, 7291488889, 1678268467, 1716573089, 1488751516, 1678257370, 5462421671, 6852647235, 1657773882, 1658408168, 2036988590, 549667966, 2388106805, 4909162796, 2387967745, 2388106855, 1663255702, 5545841423, 6208953642, 929592144, 1526961958, 2390192810, 2396517564, 5427717502, 462038024]"
1703-10-1,São Paulo,"[462038024, 5429378140, 5429378140, 163220296, 2390192810, 1526961958, 163217651, 2393533146, 163186128, 649630155, 2388106855, 1691413342, 1691413342, 1697498454, 1663248094, 2036988578, 1657773882, 4242169096, 6852647235, 1678257390, 5462421671, 1678257370, 1678257378, 1678257393, 1716635247, 1657376468, 7299883047, 2363808390, 1664496664, 1667366362, 1667366206, 2041165969, 4831724815, 1667368646, 1667368612, 4831724776, 2047351986, 2429651305, 1667370794, 1667370805, 1667370815, 8719733762, 2043173869, 1667370819, 2054178105, 2054177935, 2054177907]"
1705-10-0,São Paulo,"[4846817999, 2050563310, 2050563377, 6336684688, 2429651305, 2047352186, 4835943588, 1667368699, 4831724785, 4831724734, 4831724719, 8943849492, 2040432619, 1667366297, 2039205368, 2039205459, 1705173161, 3891247120, 1657374929, 3891247092, 1657326746, 1657326728, 1657387788, 1657387788, 1657387781, 1657351550, 4131240525, 1657766823, 4242169103, 4242169103]"
1705-10-1,São Paulo,"[4242169103, 1657363772, 7280391490, 1657326728, 1657326746, 1658399775, 1657374933, 2039205469, 2039205459, 4917523126, 5417608229, 5689403115, 2041165969, 4831724815, 1667368646, 1667368612, 4831724776, 4833614559, 4835943588, 2047352186, 2042572110, 2429651305, 6336684688, 2050563377, 2050563310]"
1709-10-0,São Paulo,"[4863078769, 2050563467, 1667370788, 1667370794, 2429651305, 2041131249, 4827567309, 4827567299, 4827567922, 4828043218, 1667366233, 4828758974, 2040432153, 2041112453, 4828043183, 2040016015, 4828890927, 1667366222, 4828890823, 1373158687, 2039205452, 1705173112, 2039205472, 3891247120, 1657374929, 3891247092, 1657326746, 1657326728, 1657387788, 1657387788, 1657387781, 1657351550]"
1709-10-1,São Paulo,"[1697591504, 1657363772, 7280391490, 1657326728, 1657326746, 1658399775, 1657374933, 1657369212, 1657369226, 1705173127, 2039205337, 7859539934, 7998783514, 4828890927, 1667366162, 2041112482, 2041112477, 2040432153, 4828758974, 4828043218, 4827567922, 4827567831, 4827567856, 2000680120, 2429651305, 1667370794, 1667370805]"
1709-21-0,São Paulo,"[4828043218, 4828043218, 4828758974, 2040432153, 2041112453, 4828043183, 2040016015, 4828890927, 1667366222, 4828890823, 1373158687, 2039205452, 1705173112, 2039205472, 3891247120, 1657374929, 3891247092, 1657326746, 1657326728, 1657387788, 1657387788, 1657387781, 1657351550]"
1720-10-0,São Paulo,"[1656845955, 1656845773, 1656845726, 2617258922, 3615533271, 3615533267, 3615533263, 3615533261, 1656749193, 1227258019, 1656748476, 997091973, 8685874034, 3534461324, 2915099543, 2628866353, 1656778980, 1656778924, 1656778966, 2795179947, 1715195718, 1715196357, 1715196274, 1715195982, 1401739571, 8694799675, 1400461241, 9054670563, 4131240525, 1657356713, 1662989959, 396034544, 1662987572, 4915731399, 1662983597, 1373317280, 1370676378, 7934370838, 1373074509, 1372247897, 1370676280, 1370676502, 1370676510, 1372202552, 1372247735, 4826334447, 4826334189, 4826334523, 4826326384, 4826326384, 4825591837, 4826326333, 4826326371, 1372248325, 1372248325, 1372247744, 1372247858, 7889057342, 1334888219]"
1720-10-1,São Paulo,"[1370676321, 1334888219, 6987826393, 1334888213, 1372247856, 1372247744, 4826326371, 4826334427, 4826334219, 1372248038, 4826334523, 4826334104, 1372247742, 1372248096, 4826345752, 1370676510, 1372247746, 1372202581, 1370676439, 1373074455, 7934370838, 1370676378, 1373317280, 2387996004, 1662983921, 3886703678, 1662987572, 1662989695, 1371318721, 8058090709, 1663248094, 1657357801, 4131240525, 1691276618, 1691270214, 1665448054, 1691355467, 1715195855, 1654618419, 1654618569, 1715196357, 1715195718, 1715195182, 1656778975, 1656778955, 1656778924, 1656778986, 2628866353, 2915099555, 3534461323, 8685874032, 1656748405, 1656748777, 1656749193, 3615533240, 3615533263, 3615533268, 3615533228, 1656845679, 1656845773, 1656845955]"
1720-21-0,São Paulo,"[1656749170, 1656749014, 2449978191, 2628866353, 1656778980, 1656778924, 1656778966, 2795179947, 1656778956, 6580177566, 1401745970, 8694799675, 1400461241, 9054670563, 1657356713, 1657357801, 4131240525, 1691276618, 1691270214, 1665448054, 1691355467, 1401739571, 1715194874, 1400461208, 1656778956, 1656778975, 1656778955, 1656778924, 1656778986, 2628866353, 1656748647, 1656749014]"
1721-10-0,São Paulo,"[3615533267, 3615533268, 3615533228, 3891247056, 1654618593, 7215429335, 1654618581, 1715100615, 1715100390, 1715100766, 1665418419, 1664515999, 1664514410, 1409062606, 1668186268, 4581206468, 1668186278, 1708887766, 1708887631, 4917802560, 1708655476, 4581208760, 1709027615, 1526961960, 1526961958, 2390192810, 462038010, 2396517551, 409292774, 2449978264, 462038002, 462038002, 2390192792, 2390192753, 163217197, 1733657633, 1733657625, 1708655500, 1708655963, 1374313748, 2443596241, 1708887766, 1668186278, 1668186275, 1668186285, 1668186266, 2746577881, 1664516013, 1664516004, 1664514452, 1715100766, 5644798028, 1654618416, 1715100566, 1715199007, 1654618489, 2617207064, 1656845861, 1656845630, 1656845392, 1656844890, 3615533271, 3615533269]"
1722-10-0,São Paulo,"[1884580102, 931297921, 6378929231, 2385944196, 4440575888, 6378929240, 931298083, 931298071, 2385944160, 931336220, 931336040, 965531207, 2384950341, 931336144, 506041123, 2384950555, 506041136, 2384941976, 3891180297, 4334218300, 2390331641, 4922727077, 970121372, 2577739029, 1370605875, 1370676571, 1370676241, 6080853300, 483682803, 4848574341, 1373104851, 483682806, 7859539934, 5689403097, 2040432708, 1667366235, 5689403115, 2040432699, 2039962577, 1664496627, 1664496648, 2363808387, 1717477241, 1657376479, 1678257359, 1657784176, 1657784126, 1705209859, 1678228689, 1657773825, 5113547424, 4242169103, 4242169103]"
1722-10-1,São Paulo,"[5113547421, 1657773825, 1678228689, 1705209859, 4908082718, 1657784176, 2388009094, 1678257388, 1678257427, 1678268497, 4826383097, 1717477241, 7299883047, 2363808390, 1664496664, 1667366362, 1667366206, 1667366297, 1667366235, 2040432708, 1667366222, 4828890823, 1372247960, 483682806, 4848574340, 4848574341, 1372248037, 1373074502, 1370605861, 1370605864, 1370676246, 2577739029, 4824124514, 3998275041, 2384920091, 4334218300, 506041147, 2384941976, 506041132, 506041128, 506041125, 506041118, 2384950341, 965531207, 931336040, 931336220, 2385944160, 931298071, 931298083, 6378929240, 6357354194, 6378929231, 931297921, 1884585139, 1884576711, 949137765, 949137765, 949137752, 4324905612, 949137767]"
1726-10-0,São Paulo,"[1654667171, 5114016787, 2429651298, 4870802426, 2042424250, 1667370801, 2054178127, 2053616193, 8719733762, 1667370815, 1667370788, 1667370794, 2429651305, 2047352014, 1667368699, 4831724785, 4831724734, 4833780806, 4828769119, 2041112291, 2041112453, 4828043183, 2040016015, 4828890927, 1667366222, 4828890823, 1373158687, 1697581674, 1657397040, 1697581918, 1657889873, 1657886272, 495842717, 396034550, 2387989556, 1662992273, 1662994848, 4312047511, 4909237010, 3891204064, 5622547082, 5221938157, 5372753448, 5380796360, 494740777, 507969946, 507969902]"
1726-10-1,São Paulo,"[507969902, 410243260, 5459730745, 5380796349, 5503484883, 2063078944, 1662997830, 1371318608, 1371318616, 1657867521, 1662989695, 396034544, 1371318737, 1657886272, 1657889873, 1658399765, 1657397040, 1697581674, 1705173127, 2039205337, 7859539934, 7998783514, 4828890927, 1667366162, 2041112482, 2041112477, 2040432153, 2040432132, 4828758991, 4831724805, 4831724815, 1667368646, 1667368612, 4831724776, 2047351986, 2429651305, 1667370794, 1667370805, 1667370815, 8719733762, 2043173869, 1667370819, 1667370801, 2042424250, 4870802426]"
172J-10-0,São Paulo,"[1656748123, 1656748015, 3534461324, 2915099543, 1656748390, 1656748712, 1656749099, 3615533268, 3615533228, 1656845679, 1656845894, 1656859287, 5522635104, 4975312873, 1656846321, 1656846849, 1656846662, 1656846914, 7738206524, 1656847311, 1656847329, 7284655931, 1662759236, 1662770092, 5574258064, 436762834, 1943741185, 4169839096, 436762857, 436762860, 8958808900, 597441, 7986704272, 25778531, 1432170576, 130111898, 433999544, 1430982924, 433999548, 130111946, 7296420586]"
172J-10-1,São Paulo,"[7296420586, 433999778, 1430972489, 1430972483, 2615683791, 436737419, 5882799715, 1707672802, 7285089360, 7937111247, 25782248, 3471338624, 436762796, 436762803, 436762814, 1943741920, 436762820, 436762913, 1662770092, 1662769876, 1708825599, 7284655931, 1656847329, 7738206524, 1656846708, 1656846813, 1656846321, 1656859315, 1656845954, 2617258922, 3615533271, 3615533267, 1656749050, 1656748712, 1656748390, 2915099538, 3534461323, 1656748123]"
